OGID	MCHA	HSAN	BMAS	BPEL	BLOR	BDAR	numSequences	numSpecies
OG0004451.0	XP_022144592.1_MCHA	HSAN23057_HSAN		Bpe013133.1_BPEL	BLOR19274_BLOR	Bda022340.1_BDAR	5	5
OG0004452.1	XP_022144571.1_MCHA		Bma003683.1_BMAS	Bpe013158.1_BPEL	BLOR19303_BLOR	Bda022370.1_BDAR	5	5
OG0004459.0	XP_022158130.1_MCHA		Bma030670_BMAS	Bpe024783_BPEL	BLOR12333_BLOR	Bda025686.1_BDAR	5	5
OG0004461.0		HSAN10263_HSAN	Bma010892.1_BMAS	Bpe004154.1_BPEL	BLOR12274_BLOR	Bda025755.1_BDAR	5	5
OG0004462.1		HSAN10270_HSAN	Bma026777.1_BMAS	Bpe023430.1_BPEL	BLOR12470_BLOR	Bda030757.1_BDAR	5	5
OG0004467.0	XP_022139515.1_MCHA	HSAN07158_HSAN	Bma026591.1_BMAS	Bpe023266.1_BPEL		Bda030963.1_BDAR	5	5
OG0004467.1		HSAN14165_HSAN	Bma010777.2_BMAS	Bpe003892.1_BPEL	BLOR11763_BLOR	Bda025425.1_BDAR	5	5
OG0004470.1		HSAN09517_HSAN	Bma011102.1_BMAS	Bpe003979.1_BPEL	BLOR11660_BLOR	Bda025534.1_BDAR	5	5
OG0004472.1	XP_022152992.1_MCHA		Bma026456.1_BMAS	Bpe023172.1_BPEL	BLOR12696_BLOR	Bda031074.1_BDAR	5	5
OG0004475.0	XP_022159481.1_MCHA	HSAN17382_HSAN		Bpe017808.1_BPEL	BLOR10579_BLOR	Bda029250.2_BDAR	5	5
OG0004479.0	XP_022149692.1_MCHA		Bma031392_BMAS	Bpe022999.1_BPEL	BLOR09495_BLOR	Bda031338.1_BDAR	5	5
OG0004479.1		HSAN15103_HSAN	Bma010524.1_BMAS	Bpe013647.1_BPEL	BLOR11071_BLOR	Bda025195.1_BDAR	5	5
OG0004490.1	XP_022155325.1_MCHA		Bma007232.1_BMAS	Bpe026051_BPEL	BLOR11227_BLOR	Bda022939.1_BDAR	5	5
OG0004491.0	XP_022144893.1_MCHA		Bma025321.1_BMAS	Bpe022596.1_BPEL	BLOR20489_BLOR	Bda032149.1_BDAR	5	5
OG0004493.1	XP_022142077.1_MCHA	HSAN10536_HSAN	Bma005877.1_BMAS	Bpe000427.1_BPEL		Bda005933.1_BDAR	5	5
OG0004496.0		HSAN01015_HSAN	Bma025075.1_BMAS	Bpe022404.1_BPEL	BLOR20311_BLOR	Bda032385.1_BDAR	5	5
OG0004510.0	XP_022133612.1_MCHA	HSAN18639_HSAN	Bma028555.1_BMAS		BLOR13023_BLOR	Bda012157.1_BDAR	5	5
OG0004512.0		HSAN05963_HSAN	Bma008596.2_BMAS	Bpe021880.1_BPEL	BLOR06463_BLOR	Bda024136.1_BDAR	5	5
OG0004514.0	XP_022134558.1_MCHA		Bma008317.1_BMAS	Bpe021609.1_BPEL	BLOR06723_BLOR	Bda023786.1_BDAR	5	5
OG0004516.0	XP_022135389.1_MCHA	HSAN16439_HSAN		Bpe001499.1_BPEL	BLOR13713_BLOR	Bda027672.1_BDAR	5	5
OG0004517.1	XP_022135070.1_MCHA	HSAN13122_HSAN		Bpe005754.1_BPEL	BLOR17766_BLOR	Bda012512.1_BDAR	5	5
OG0004520.0		HSAN18722_HSAN	Bma008456.1_BMAS	Bpe021769.1_BPEL	BLOR06570_BLOR	Bda023990.1_BDAR	5	5
OG0004525.0	XP_022149754.1_MCHA		Bma027793.1_BMAS	Bpe005515.1_BPEL	BLOR05619_BLOR	Bda012755.1_BDAR	5	5
OG0004527.0	XP_022135806.1_MCHA	HSAN17175_HSAN		Bpe005387.1_BPEL	BLOR05752_BLOR	Bda012992.2_BDAR	5	5
OG0004528.1	XP_022158167.1_MCHA	HSAN02208_HSAN	Bma000507.1_BMAS	Bpe025203_BPEL	BLOR00643_BLOR		5	5
OG0004531.0	XP_022143037.1_MCHA		Bma031304_BMAS	Bpe010822.1_BPEL	BLOR21672_BLOR	Bda004767.1_BDAR	5	5
OG0004544.1	XP_022147066.1_MCHA		Bma016022.1_BMAS	Bpe014241.1_BPEL	BLOR09979_BLOR	Bda032853_BDAR	5	5
OG0004555.1	XP_022138162.1_MCHA	HSAN07467_HSAN		Bpe025536_BPEL	BLOR10271_BLOR	Bda000987.1_BDAR	5	5
OG0004557.0	XP_022150788.1_MCHA	HSAN20119_HSAN		Bpe014626.1_BPEL	BLOR10487_BLOR	Bda000897.1_BDAR	5	5
OG0004557.1		HSAN12851_HSAN	Bma024722.1_BMAS	Bpe010250.1_BPEL	BLOR18205_BLOR	Bda005386.3_BDAR	5	5
OG0004559.0		HSAN23197_HSAN	Bma003449.1_BMAS	Bpe008010.1_BPEL	BLOR01782_BLOR	Bda005568.1_BDAR	5	5
OG0004560.0		HSAN23201_HSAN	Bma003442.1_BMAS	Bpe008015.1_BPEL	BLOR01780_BLOR	Bda005575.1_BDAR	5	5
OG0004560.1		HSAN04598_HSAN	Bma018875.1_BMAS	Bpe015085.1_BPEL	BLOR04770_BLOR	Bda016403.1_BDAR	5	5
OG0004561.0	XP_022155864.1_MCHA	HSAN09291_HSAN	Bma018851.1_BMAS	Bpe025616_BPEL		Bda016377.1_BDAR	5	5
OG0004565.1		HSAN14006_HSAN	Bma003291.1_BMAS	Bpe008139.1_BPEL	BLOR01646_BLOR	Bda005749.1_BDAR	5	5
OG0004567.1	XP_022154675.1_MCHA	HSAN06300_HSAN	Bma000424.1_BMAS	Bpe009997.1_BPEL	BLOR00569_BLOR		5	5
OG0004568.1	XP_022149026.1_MCHA		Bma023785.1_BMAS	Bpe010983.1_BPEL	BLOR21831_BLOR	Bda007610.1_BDAR	5	5
OG0004581.1		HSAN21579_HSAN	Bma017743.1_BMAS	Bpe001139.1_BPEL	BLOR14095_BLOR	Bda011086.1_BDAR	5	5
OG0004584.0		HSAN01152_HSAN	Bma022732.1_BMAS	Bpe006558.1_BPEL	BLOR07304_BLOR	Bda008792.1_BDAR	5	5
OG0004584.1		HSAN12244_HSAN	Bma017326.1_BMAS	Bpe001356.1_BPEL	BLOR13820_BLOR	Bda027806.1_BDAR	5	5
OG0004587.1	XP_022152311.1_MCHA	HSAN09898_HSAN	Bma024189.1_BMAS	Bpe025265_BPEL		Bda033010_BDAR	5	5
OG0004593.0	XP_022138943.1_MCHA	HSAN09980_HSAN	Bma016711.1_BMAS	Bpe001895.1_BPEL		Bda027183.1_BDAR	5	5
OG0004597.0		HSAN19142_HSAN	Bma016891.1_BMAS	Bpe001747.1_BPEL	BLOR13471_BLOR	Bda027362.1_BDAR	5	5
OG0004600.1	XP_022135725.1_MCHA	HSAN00546_HSAN	Bma028053.2_BMAS	Bpe005402.1_BPEL	BLOR05735_BLOR		5	5
OG0004612.1	XP_022149473.1_MCHA	HSAN03084_HSAN	Bma028673.1_BMAS	Bpe019450.1_BPEL		Bda018826.1_BDAR	5	5
OG0004618.0		HSAN13689_HSAN	Bma011044.1_BMAS	Bpe004019.1_BPEL	BLOR11525_BLOR	Bda025590.1_BDAR	5	5
OG0004631.0	XP_022140234.1_MCHA		Bma011490.1_BMAS	Bpe004461.1_BPEL	BLOR03149_BLOR	Bda026121.1_BDAR	5	5
OG0004639.1		HSAN05582_HSAN	Bma011843.1_BMAS	Bpe004659.1_BPEL	BLOR03337_BLOR	Bda026377.1_BDAR	5	5
OG0004641.0	XP_022158201.1_MCHA		Bma011860.1_BMAS	Bpe004665.1_BPEL	BLOR03341_BLOR	Bda026388.1_BDAR	5	5
OG0004649.1		HSAN19531_HSAN	Bma013170.1_BMAS	Bpe003140.1_BPEL	BLOR17457_BLOR	Bda015699.1_BDAR	5	5
OG0004650.0	XP_022151798.1_MCHA	HSAN22837_HSAN		Bpe003057.1_BPEL	BLOR17379_BLOR	Bda015612.1_BDAR	5	5
OG0004652.0	XP_022151930.1_MCHA	HSAN01964_HSAN	Bma030777_BMAS	Bpe024710_BPEL		Bda015618.2_BDAR	5	5
OG0004654.0		HSAN02185_HSAN	Bma012978.1_BMAS	Bpe003325.1_BPEL	BLOR17629_BLOR	Bda015926.1_BDAR	5	5
OG0004654.1		HSAN15976_HSAN	Bma012698.1_BMAS	Bpe011848.1_BPEL	BLOR03826_BLOR	Bda028632.1_BDAR	5	5
OG0004662.1		HSAN04564_HSAN	Bma014311.3_BMAS	Bpe002395.1_BPEL	BLOR16696_BLOR	Bda006570.1_BDAR	5	5
OG0004665.0	XP_022132721.1_MCHA		Bma029393.1_BMAS	Bpe019784.1_BPEL	BLOR15508_BLOR	Bda019291.1_BDAR	5	5
OG0004667.0	XP_022133300.1_MCHA	HSAN17507_HSAN	Bma029347.1_BMAS	Bpe019750.1_BPEL		Bda019217.1_BDAR	5	5
OG0004685.0	XP_022151766.1_MCHA	HSAN20919_HSAN		Bpe003106.1_BPEL	BLOR17430_BLOR	Bda015669.1_BDAR	5	5
OG0004690.0	XP_022141518.1_MCHA	HSAN23924_HSAN	Bma002881.1_BMAS	Bpe008479.1_BPEL	BLOR01296_BLOR		5	5
OG0004691.0	XP_022133551.1_MCHA		Bma018505.1_BMAS	Bpe014765.1_BPEL	BLOR05109_BLOR	Bda015990.2_BDAR	5	5
OG0004692.0	XP_022138698.1_MCHA		Bma003037.1_BMAS	Bpe008354.1_BPEL	BLOR01439_BLOR	Bda002669.1_BDAR	5	5
OG0004693.0	XP_022135481.1_MCHA		Bma031088_BMAS	Bpe014871.2_BPEL	BLOR05010_BLOR	Bda016110.1_BDAR	5	5
OG0004697.0	XP_022133572.1_MCHA	HSAN03501_HSAN		Bpe014920.2_BPEL	BLOR04937_BLOR	Bda016202.1_BDAR	5	5
OG0004700.0		HSAN04613_HSAN	Bma018893.1_BMAS	Bpe015099.1_BPEL	BLOR04755_BLOR	Bda016419.2_BDAR	5	5
OG0004701.1		HSAN06524_HSAN	Bma022585.1_BMAS	Bpe015142.1_BPEL	BLOR04717_BLOR	Bda016469.1_BDAR	5	5
OG0004703.0		HSAN01095_HSAN	Bma022520.1_BMAS	Bpe015213.1_BPEL	BLOR04641_BLOR	Bda016555.1_BDAR	5	5
OG0004707.0	XP_022151566.1_MCHA	HSAN25885_HSAN		Bpe015421.2_BPEL	BLOR04425_BLOR	Bda016786.1_BDAR	5	5
OG0004712.1	XP_022156547.1_MCHA	HSAN20298_HSAN		Bpe018437.1_BPEL	BLOR00239_BLOR	Bda024515.1_BDAR	5	5
OG0004715.1	XP_022138831.1_MCHA	HSAN03846_HSAN	Bma019657.1_BMAS	Bpe015724.1_BPEL		Bda017157.1_BDAR	5	5
OG0004718.1	XP_022138805.1_MCHA		Bma022169.1_BMAS	Bpe018224.1_BPEL	BLOR00049_BLOR	Bda024754.1_BDAR	5	5
OG0004719.1	XP_022156124.1_MCHA	HSAN23872_HSAN	Bma022123.1_BMAS	Bpe018193.1_BPEL		Bda024792.1_BDAR	5	5
OG0004738.1	XP_022154338.1_MCHA	HSAN22137_HSAN	Bma025045.1_BMAS	Bpe022376.1_BPEL	BLOR20276_BLOR		5	5
OG0004746.1	XP_022149895.1_MCHA	HSAN10801_HSAN	Bma015122.3_BMAS	Bpe006700.2_BPEL		Bda000728.1_BDAR	5	5
OG0004749.0	XP_022146275.1_MCHA	HSAN16102_HSAN	Bma031184_BMAS	Bpe017735.1_BPEL		Bda034031_BDAR	5	5
OG0004751.0	XP_022144094.1_MCHA		Bma010247.1_BMAS	Bpe023800.3_BPEL	BLOR02728_BLOR	Bda009514.1_BDAR	5	5
OG0004757.0	XP_022155516.1_MCHA	HSAN24905_HSAN	Bma021822.1_BMAS	Bpe017971.1_BPEL	BLOR10745_BLOR		5	5
OG0004765.0	XP_022136330.1_MCHA	HSAN25145_HSAN		Bpe014071.1_BPEL	BLOR09829_BLOR	Bda001562.1_BDAR	5	5
OG0004768.0	XP_022135419.1_MCHA	HSAN19683_HSAN		Bpe021658.1_BPEL	BLOR06678_BLOR	Bda023833.1_BDAR	5	5
OG0004769.0	XP_022134843.1_MCHA	HSAN19682_HSAN	Bma008369.1_BMAS	Bpe021659.1_BPEL		Bda023834.1_BDAR	5	5
OG0004772.0	XP_022148584.1_MCHA		Bma008653.1_BMAS	Bpe021932.1_BPEL	BLOR06407_BLOR	Bda024205.1_BDAR	5	5
OG0004797.1	XP_022144185.1_MCHA	HSAN15038_HSAN	Bma020864.1_BMAS	Bpe017511.1_BPEL		Bda030233.1_BDAR	5	5
OG0004799.0	XP_022155905.1_MCHA		Bma000900.4_BMAS	Bpe009599.1_BPEL	BLOR09218_BLOR	Bda003843.1_BDAR	5	5
OG0004799.1		HSAN09558_HSAN	Bma020704.1_BMAS	Bpe017392.1_BPEL	BLOR08455_BLOR	Bda013175.1_BDAR	5	5
OG0004800.0	XP_022153303.1_MCHA		Bma020741.1_BMAS	Bpe017427.3_BPEL	BLOR08411_BLOR	Bda030410.3_BDAR	5	5
OG0004808.0	XP_022132304.1_MCHA		Bma014575.3_BMAS	Bpe007126.1_BPEL	BLOR15923_BLOR	Bda000188.1_BDAR	5	5
OG0004811.0	XP_022141557.1_MCHA		Bma014695.1_BMAS	Bpe024974_BPEL	BLOR16017_BLOR	Bda000347.1_BDAR	5	5
OG0004812.0	XP_022131594.1_MCHA	HSAN25468_HSAN		Bpe006911.1_BPEL	BLOR16114_BLOR	Bda000479.1_BDAR	5	5
OG0004825.0	XP_022147373.1_MCHA	HSAN11902_HSAN	Bma015893.1_BMAS	Bpe014335.2_BPEL		Bda001257.1_BDAR	5	5
OG0004836.0	XP_022158278.1_MCHA	HSAN20541_HSAN	Bma013849.1_BMAS	Bpe002604.1_BPEL	BLOR16768_BLOR		5	5
OG0004839.0	XP_022155814.1_MCHA		Bma029680.1_BMAS	Bpe019944.1_BPEL	BLOR15347_BLOR	Bda019507.1_BDAR	5	5
OG0004852.1	XP_022138415.1_MCHA	HSAN15513_HSAN	Bma019316.1_BMAS	Bpe015497.1_BPEL	BLOR04343_BLOR		5	5
OG0004855.0	XP_022155061.1_MCHA	HSAN10878_HSAN	Bma014943.1_BMAS	Bpe006782.1_BPEL		Bda024996.1_BDAR	5	5
OG0004863.0	XP_022144120.1_MCHA	HSAN19347_HSAN	Bma003142.2_BMAS	Bpe008265.2_BPEL	BLOR01534_BLOR		5	5
OG0004863.1		HSAN18909_HSAN	Bma020751.2_BMAS	Bpe017442.1_BPEL	BLOR08395_BLOR	Bda030391.1_BDAR	5	5
OG0004883.0	XP_022147449.1_MCHA	HSAN10623_HSAN	Bma015920.1_BMAS	Bpe014321.2_BPEL	BLOR10057_BLOR		5	5
OG0004914.1	XP_022141198.1_MCHA		Bma012867.1_BMAS	Bpe011983.1_BPEL	BLOR20992_BLOR	Bda028863.1_BDAR	5	5
OG0004929.0	XP_022152628.1_MCHA		Bma004489.2_BMAS	Bpe012579.1_BPEL	BLOR18715_BLOR	Bda021721.1_BDAR	5	5
OG0004932.0	XP_022158320.1_MCHA		Bma030624_BMAS	Bpe023813.1_BPEL	BLOR02649_BLOR	Bda009493.1_BDAR	5	5
OG0004936.0	XP_022142847.1_MCHA		Bma009984.1_BMAS	Bpe023950.1_BPEL	BLOR02468_BLOR	Bda009313.1_BDAR	5	5
OG0004936.1		HSAN20875_HSAN	Bma004140.1_BMAS	Bpe012768.1_BPEL	BLOR18903_BLOR	Bda021956.1_BDAR	5	5
OG0004939.1	XP_022155686.1_MCHA	HSAN26901_HSAN		Bpe024085.1_BPEL	BLOR02393_BLOR	Bda009119.1_BDAR	5	5
OG0004947.0		HSAN06419_HSAN	Bma020103.2_BMAS	Bpe016163.1_BPEL	BLOR21355_BLOR	Bda018126.1_BDAR	5	5
OG0004948.0	XP_022156045.1_MCHA		Bma003781.1_BMAS	Bpe025426_BPEL	BLOR19219_BLOR	Bda022270.2_BDAR	5	5
OG0004949.0	XP_022151407.1_MCHA	HSAN06441_HSAN	Bma003761.1_BMAS	Bpe013080.1_BPEL		Bda022287.1_BDAR	5	5
OG0004955.0	XP_022152288.1_MCHA	HSAN23500_HSAN	Bma029676.1_BMAS		BLOR15351_BLOR	Bda019505.1_BDAR	5	5
OG0004965.0	XP_022148318.1_MCHA	HSAN24529_HSAN	Bma026818.1_BMAS	Bpe023471.1_BPEL		Bda030713.1_BDAR	5	5
OG0004976.0	XP_022155930.1_MCHA	HSAN12933_HSAN		Bpe022972.2_BPEL	BLOR09516_BLOR	Bda031369.2_BDAR	5	5
OG0004978.1	XP_022155993.1_MCHA		Bma026042.1_BMAS	Bpe022957.1_BPEL	BLOR09531_BLOR	Bda031401.1_BDAR	5	5
OG0004981.0	XP_022142210.1_MCHA	HSAN01177_HSAN		Bpe000776.1_BPEL	BLOR06316_BLOR	Bda014295.1_BDAR	5	5
OG0004984.0	XP_022134590.1_MCHA	HSAN25315_HSAN	Bma006371.1_BMAS		BLOR06153_BLOR	Bda014866.1_BDAR	5	5
OG0004985.1	XP_022135285.1_MCHA	HSAN10972_HSAN	Bma006528.1_BMAS	Bpe024518_BPEL		Bda014795.1_BDAR	5	5
OG0004988.0	XP_022144888.1_MCHA	HSAN03014_HSAN	Bma005993.1_BMAS	Bpe000509.1_BPEL	BLOR05937_BLOR		5	5
OG0004991.1	XP_022157078.1_MCHA	HSAN13581_HSAN	Bma025214.1_BMAS		BLOR20409_BLOR	Bda032277.1_BDAR	5	5
OG0004992.0		HSAN06744_HSAN	Bma025186.1_BMAS	Bpe022495.1_BPEL	BLOR20392_BLOR	Bda032303.1_BDAR	5	5
OG0005006.1	XP_022148388.1_MCHA	HSAN16703_HSAN	Bma005567.1_BMAS	Bpe000111.1_BPEL	BLOR14420_BLOR		5	5
OG0005009.1		HSAN07338_HSAN	Bma026253.2_BMAS	Bpe023048.1_BPEL	BLOR09455_BLOR	Bda034113_BDAR	5	5
OG0005011.0		HSAN15824_HSAN	Bma005844.1_BMAS	Bpe000394.1_BPEL	BLOR14693_BLOR	Bda005963.2_BDAR	5	5
OG0005019.1	XP_022139003.1_MCHA	HSAN26427_HSAN		Bpe002013.1_BPEL	BLOR13200_BLOR	Bda027045.1_BDAR	5	5
OG0005026.1	XP_022133804.1_MCHA	HSAN22546_HSAN	Bma016298.1_BMAS	Bpe002275.2_BPEL	BLOR12937_BLOR		5	5
OG0005033.1	XP_022137062.1_MCHA	HSAN09352_HSAN		Bpe005827.1_BPEL	BLOR05309_BLOR	Bda012428.1_BDAR	5	5
OG0005035.0		HSAN05989_HSAN	Bma008302.1_BMAS	Bpe021596.1_BPEL	BLOR06737_BLOR	Bda023771.1_BDAR	5	5
OG0005036.0	XP_022133327.1_MCHA	HSAN13120_HSAN	Bma029715.1_BMAS	Bpe005752.1_BPEL		Bda012514.1_BDAR	5	5
OG0005039.0	XP_022159677.1_MCHA	HSAN21944_HSAN	Bma027382.2_BMAS	Bpe005676.1_BPEL		Bda012590.1_BDAR	5	5
OG0005043.0	XP_022155502.1_MCHA	HSAN22911_HSAN	Bma027665.2_BMAS	Bpe016040.3_BPEL		Bda012684.1_BDAR	5	5
OG0005048.1	XP_022134050.1_MCHA	HSAN23251_HSAN		Bpe024619_BPEL	BLOR13091_BLOR	Bda026934.1_BDAR	5	5
OG0005056.0	XP_022147137.1_MCHA		Bma024391.1_BMAS	Bpe010544.1_BPEL	BLOR07933_BLOR	Bda005083.1_BDAR	5	5
OG0005060.0		HSAN16923_HSAN	Bma024470.1_BMAS	Bpe010492.1_BPEL	BLOR17963_BLOR	Bda005140.1_BDAR	5	5
OG0005062.0	XP_022138236.1_MCHA	HSAN26501_HSAN	Bma024510.1_BMAS		BLOR17995_BLOR	Bda005180.1_BDAR	5	5
OG0005063.0		HSAN21114_HSAN	Bma015820.1_BMAS	Bpe014400.3_BPEL	BLOR10129_BLOR	Bda001195.1_BDAR	5	5
OG0005063.1		HSAN26504_HSAN	Bma024513.1_BMAS	Bpe010452.1_BPEL	BLOR17997_BLOR	Bda005182.1_BDAR	5	5
OG0005064.0	XP_022150362.1_MCHA		Bma024529.2_BMAS	Bpe010436.1_BPEL	BLOR18016_BLOR	Bda005195.1_BDAR	5	5
OG0005066.0	XP_022138781.1_MCHA		Bma024619.1_BMAS	Bpe010360.1_BPEL	BLOR18110_BLOR	Bda005266.1_BDAR	5	5
OG0005069.0	XP_022138664.1_MCHA	HSAN13279_HSAN	Bma024662.1_BMAS		BLOR18142_BLOR	Bda005304.1_BDAR	5	5
OG0005071.0	XP_022146763.1_MCHA	HSAN20112_HSAN	Bma015458.1_BMAS	Bpe014632.1_BPEL		Bda000884.1_BDAR	5	5
OG0005077.1	XP_022141734.1_MCHA	HSAN06537_HSAN	Bma022575.1_BMAS		BLOR04707_BLOR	Bda016485.1_BDAR	5	5
OG0005086.0	XP_022134119.1_MCHA	HSAN16252_HSAN	Bma018829.1_BMAS	Bpe025613_BPEL		Bda016356.1_BDAR	5	5
OG0005086.1		HSAN22569_HSAN	Bma003389.1_BMAS	Bpe008060.1_BPEL	BLOR01730_BLOR	Bda005625.1_BDAR	5	5
OG0005088.1	XP_022154718.1_MCHA	HSAN06315_HSAN	Bma030178_BMAS	Bpe010011.1_BPEL	BLOR00557_BLOR		5	5
OG0005099.0	XP_022147291.1_MCHA	HSAN10252_HSAN		Bpe011174.1_BPEL	BLOR07735_BLOR	Bda007847.2_BDAR	5	5
OG0005106.1		HSAN26759_HSAN	Bma023037.1_BMAS	Bpe024925_BPEL	BLOR07599_BLOR	Bda008076.1_BDAR	5	5
OG0005115.1	XP_022136679.1_MCHA		Bma022745.1_BMAS	Bpe006574.1_BPEL	BLOR07288_BLOR	Bda008810.1_BDAR	5	5
OG0005117.1	XP_022136961.1_MCHA	HSAN04572_HSAN	Bma022757.1_BMAS		BLOR07276_BLOR	Bda008842.1_BDAR	5	5
OG0005120.1	XP_022134561.1_MCHA		Bma023969.1_BMAS	Bpe025275_BPEL	BLOR21736_BLOR	Bda033128_BDAR	5	5
OG0005122.1	XP_022151154.1_MCHA	HSAN01447_HSAN	Bma013147.1_BMAS	Bpe003164.1_BPEL	BLOR17481_BLOR		5	5
OG0005123.0	XP_022135186.1_MCHA	HSAN24259_HSAN	Bma017699.1_BMAS	Bpe001162.2_BPEL		Bda011046.1_BDAR	5	5
OG0005124.0	XP_022131489.1_MCHA		Bma017736.1_BMAS	Bpe001146.1_BPEL	BLOR14090_BLOR	Bda011076.1_BDAR	5	5
OG0005126.0	XP_022152871.1_MCHA	HSAN26021_HSAN	Bma031488_BMAS	Bpe016378.1_BPEL	BLOR19986_BLOR		5	5
OG0005142.0	XP_022156244.1_MCHA		Bma012273.1_BMAS	Bpe004916.1_BPEL	BLOR03595_BLOR	Bda027927.1_BDAR	5	5
OG0005142.1		HSAN23861_HSAN	Bma002277.1_BMAS	Bpe008784.2_BPEL	BLOR01026_BLOR	Bda001842.1_BDAR	5	5
OG0005151.0	XP_022154051.1_MCHA	HSAN18840_HSAN		Bpe020989.1_BPEL	BLOR11339_BLOR	Bda023193.1_BDAR	5	5
OG0005153.0	XP_022154788.1_MCHA		Bma010462.1_BMAS	Bpe003658.2_BPEL	BLOR11617_BLOR	Bda025106.1_BDAR	5	5
OG0005154.0	XP_022132515.1_MCHA		Bma019043.1_BMAS	Bpe025648_BPEL	BLOR12764_BLOR	Bda016680.1_BDAR	5	5
OG0005159.0	XP_022142902.1_MCHA	HSAN02400_HSAN	Bma010737.1_BMAS	Bpe003932.1_BPEL		Bda025473.1_BDAR	5	5
OG0005160.0	XP_022139429.1_MCHA	HSAN16000_HSAN		Bpe003938.1_BPEL	BLOR11713_BLOR	Bda025479.1_BDAR	5	5
OG0005161.0	XP_022150912.1_MCHA	HSAN13081_HSAN		Bpe003987.1_BPEL	BLOR11643_BLOR	Bda025550.1_BDAR	5	5
OG0005165.1	XP_022152894.1_MCHA	HSAN17493_HSAN	Bma005645.1_BMAS	Bpe000188.1_BPEL	BLOR14501_BLOR		5	5
OG0005166.0	XP_022157356.1_MCHA	HSAN16626_HSAN	Bma005730.1_BMAS	Bpe000283.1_BPEL		Bda006090.1_BDAR	5	5
OG0005169.0	XP_022142693.1_MCHA		Bma011404.1_BMAS	Bpe004333.1_BPEL	BLOR03022_BLOR	Bda025968.1_BDAR	5	5
OG0005173.0		HSAN22326_HSAN	Bma011310.1_BMAS	Bpe004405.1_BPEL	BLOR03097_BLOR	Bda026055.1_BDAR	5	5
OG0005176.0	XP_022140198.1_MCHA		Bma001838.1_BMAS	Bpe008943.1_BPEL	BLOR00858_BLOR	Bda002971.1_BDAR	5	5
OG0005178.0	XP_022134467.1_MCHA	HSAN25427_HSAN		Bpe003415.1_BPEL	BLOR01964_BLOR	Bda009952.1_BDAR	5	5
OG0005182.1	XP_022143093.1_MCHA	HSAN03255_HSAN		Bpe024352.1_BPEL	BLOR02100_BLOR	Bda010108.4_BDAR	5	5
OG0005184.0	XP_022133866.1_MCHA	HSAN12410_HSAN	Bma008879.1_BMAS	Bpe003429.1_BPEL	BLOR01953_BLOR		5	5
OG0005185.0	XP_022144553.1_MCHA	HSAN12569_HSAN		Bpe009296.1_BPEL	BLOR08890_BLOR	Bda003436.1_BDAR	5	5
OG0005186.0		HSAN01732_HSAN	Bma008844.1_BMAS	Bpe003453.1_BPEL	BLOR01931_BLOR	Bda009892.1_BDAR	5	5
OG0005187.0	XP_022141349.1_MCHA		Bma012065.1_BMAS	Bpe004801.2_BPEL	BLOR03481_BLOR	Bda026581.1_BDAR	5	5
OG0005190.1	XP_022154296.1_MCHA	HSAN09903_HSAN	Bma013025.1_BMAS		BLOR17585_BLOR	Bda015872.1_BDAR	5	5
OG0005195.0	XP_022151800.1_MCHA	HSAN21825_HSAN		Bpe005110.1_BPEL	BLOR03933_BLOR	Bda028499.1_BDAR	5	5
OG0005204.0	XP_022134430.1_MCHA	HSAN12445_HSAN	Bma008842.2_BMAS		BLOR01928_BLOR	Bda033902_BDAR	5	5
OG0005212.0	XP_022145421.1_MCHA	HSAN05415_HSAN	Bma013462.1_BMAS		BLOR17115_BLOR	Bda015323.1_BDAR	5	5
OG0005213.0	XP_022148799.1_MCHA		Bma013437.5_BMAS	Bpe002869.1_BPEL	BLOR17190_BLOR	Bda015402.1_BDAR	5	5
OG0005218.0	XP_022150162.1_MCHA		Bma030074.1_BMAS	Bpe020218.1_BPEL	BLOR15055_BLOR	Bda019875.1_BDAR	5	5
OG0005225.0	XP_022136713.1_MCHA	HSAN13187_HSAN		Bpe002353.1_BPEL	BLOR15709_BLOR	Bda033099_BDAR	5	5
OG0005229.0		HSAN10661_HSAN	Bma003041.1_BMAS	Bpe008347.1_BPEL	BLOR01447_BLOR	Bda002665.1_BDAR	5	5
OG0005229.1		HSAN13642_HSAN	Bma018559.2_BMAS	Bpe014832.1_BPEL	BLOR05049_BLOR	Bda016064.1_BDAR	5	5
OG0005230.0	XP_022137678.1_MCHA	HSAN19345_HSAN	Bma018617.1_BMAS		BLOR04972_BLOR	Bda016162.4_BDAR	5	5
OG0005231.0		HSAN11219_HSAN	Bma018659.1_BMAS	Bpe014932.1_BPEL	BLOR04926_BLOR	Bda016217.1_BDAR	5	5
OG0005234.0	XP_022133364.1_MCHA		Bma018764.1_BMAS	Bpe025601_BPEL	BLOR04853_BLOR	Bda016302.1_BDAR	5	5
OG0005239.0	XP_022154553.1_MCHA		Bma031249_BMAS	Bpe015206.1_BPEL	BLOR04650_BLOR	Bda016547.1_BDAR	5	5
OG0005241.0	XP_022156034.1_MCHA	HSAN10380_HSAN		Bpe015279.1_BPEL	BLOR04570_BLOR	Bda016623.2_BDAR	5	5
OG0005247.0	XP_022148889.1_MCHA		Bma022318.1_BMAS	Bpe018353.1_BPEL	BLOR00157_BLOR	Bda024601.3_BDAR	5	5
